rawData	tokens	sentiment	Category
#StandWithUkraine https://t.co/Ob8h1qoYr4	standwithukraine	0.0	Neutral
The US Government Says Russia Could Invade Ukraine “At Any Time” https://t.co/gkILHiJRpV #SM https://t.co/qLrRhQu0uS	u government say russia invade ukraine time sm	0.0	Neutral
Can you imagine why trump wanted to get out of nato?	imagine trump wanted get nato	0.0	Neutral
The PM's message today:	pm message today	0.0	Neutral
What's the biggest challenge the Biden administration is facing?	whats biggest challenge biden administration facing	0.0772	Neutral
Ukraine was hit by a ‘Massive Cyber Attack’ as Russia mobilizes troops near the border. Find out more. https://t.co/2Uh551JW5I https://t.co/LUZ4mRlfzi	ukraine hit massive cyber attack russia mobilizes troop near border find	-0.4767	Neutral
@ScottAdamsSays @joshsteimle From the Russian perspective Ukraine moving to the western spere of influence and eventually Joining NATO is unacceptable.  It's a very serious national security issue. 1/2	perspective ukraine moving western spere influence eventually joining nato unacceptable serious national security issue	-0.2333	Neutral
"\\""anything that de-escalates this is welcome\""\""""	anything deescalates welcome	0.4588	Neutral"
alerts	alert	0.0	Neutral
@ZelenskyyUa #UN 🇺🇳 #StandWithUkraine 🇺🇦	un standwithukraine	0.0	Neutral
