rawData	tokens	sentiment	Category
@nickschifrin So NATO won’t enforce a no-fly zone over Ukraine?	nato wont enforce nofly zone ukraine	0.0	Neutral
#Ukraine #NATO #Spain	ukraine nato spain	0.0	Neutral
@IAPonomarenko #StandWithUkraine	standwithukraine	0.0	Neutral
Слава Україні! #StopPutinNOW #RussianUkrainianWar #потерьнет #StandWithUkraine https://t.co/R3Sh0Swmtf	stopputinnow russianukrainianwar standwithukraine	0.0	Neutral
"'rawDescription': \\""I'm mostly here for the random snarky remark or to provide support for my Twitter friends. Hillary/Kamala Democrat. Old school gamer. He/him.\""\""""	rawdescription im mostly random snarky remark provide support twitter friend hillarykamala democrat old school gamer hehim	0.7003	Positive"
"\Correct. NATO requires unanimity among its existing members to admit a new member - and it will never get this unanimity in the case of Ukraine. This is something that Stoltenberg continually and deliberately forgets when he claims to speak on behalf of \""\""NATO\""\"". https://t.co/mid8xZ8Cvj\""""	correct nato requires unanimity among existing member admit new member never get unanimity case ukraine something stoltenberg continually deliberately forgets claim speak behalf nato	0.2023	Neutral"
Anti-war rally in Vancouver today. I stand with Ukraine. My daughter stands with Ukraine. https://t.co/2g0xCdC8FI	antiwar rally vancouver today stand ukraine daughter stand ukraine	0.0	Neutral
from Nato or EU. Hope	nato eu hope	0.4404	Neutral
@FirstSquawk Crimea use to get water freely from Ukraine before Russia invade Crimea. It’s a Russian problem	crimea use get water freely ukraine russia invade crimea problem	0.0516	Neutral
“Mammals Against War”	mammal war	-0.5994	Negative
