rawData	tokens	sentiment	Category
Anyone priced up the Russian Ukraine war on the overs and unders yet	anyone priced ukraine war over unders yet	-0.5994	Negative
oh and invading and raping their lands for 200 years	oh invading raping land year	-0.7003	Negative
Llega maaaas vallado a la Embajada Rusa...	llega maaaas vallado la embajada rusa	0.0	Neutral
@Room641_A @JimBoston2014 @Snowden Pro tip. They can't invade my house without a warrant. Unlike Russia......	pro tip cant invade house without warrant unlike russia	0.0	Neutral
#StandWithUkraine 🇺🇦 ✊🏻 https://t.co/Fxl794uZZM	standwithukraine	0.0	Neutral
"\\""\""They played us.\""\""""	played u	0.34	Neutral"
New explosions shake east Ukraine as Nato chief says all signs point to 'full-fledged' attack https://t.co/Lh3o2tuXDV https://t.co/UunSgooocG	new explosion shake east ukraine nato chief say sign point fullfledged attack	-0.5859	Negative
Last time Russians went to full scale war they broke their country into many pieces it seems they are on same path again #Ukrania  #Ukraine #RussiaUkraineWar	last time russian went full scale war broke country many piece seems path ukrania ukraine russiaukrainewar	-0.7717	Negative
a Russian invasion of Ukraine is being seen by them as catastrophic for world stability.	invasion ukraine seen catastrophic world stability	-0.4939	Neutral
Can we please invade Mexico or Canada. I'm sick and tired of Russia getting all the news. We need to remind the world who is number 1.	please invade mexico canada im sick tired russia getting news remind world number	-0.5574	Negative
"#OTD in 1990, &gt;400k Ukrainians🇺🇦 joined hands from Kyiv to Lviv to demand independence. It was our first #UkrainianWave. Today we face more than 100k 🇷🇺troops at our border. Join us for a new #UkrainianWave to support our right to choose our own path!	otd gtk ukrainian joined hand kyiv lviv demand independence first ukrainianwave today face k troop border join u new ukrainianwave support right choose path	0.5267	Positive"
U.S. Blinken warns Russia against declaring Ukraine breakaway regions independent via @Reuters	u blinken warns russia declaring ukraine breakaway region independent via	-0.1027	Neutral
@farronatic @Xepla And also Ukraine is not part of the European Union so it ain't as easy as crossing the border with an EU country.	also ukraine part european union aint easy crossing border eu country	-0.3412	Neutral
Plane draws 'relax' with its flight path near Ukraine border https://t.co/D72EMv0jck	plane draw relax flight path near ukraine border	0.4404	Neutral
Designate Ukraine as a “NATO Plus” country to ensure the expeditious consideration of the sale of a range of U.S. defense articles and services.   https://t.co/43I2p3CypF	designate ukraine nato plus country ensure expeditious consideration sale range u defense article service	0.4767	Neutral
