rawData	tokens	sentiment	Category
Streets saying Russia losing more homies than expected in this invasion. How you invade and lose	street saying russia losing homies expected invasion invade lose	-0.6486	Negative
Seeing man made energy shortages in Europe are a fact.	seeing man made energy shortage europe fact	0.128	Neutral
Not interested in going to war over Ukraine.  And has ANYONE thought what the US would do if Russia or any country told us to move our troops off of the US border?  The US would go absolutely frothing nuts. https://t.co/sf1xQm1mIe	interested going war ukraine anyone thought u russia country told u move troop u border u go absolutely frothing nut	-0.8288	Negative
"\@DryShapiro @CNBirdieSanders @chenweihua Russia  is not using NATO as an \""\""excuse\""\"" to send their troops to  Ukraine.. they have no troops in Ukraine.. yet.. and will only send them there is they feel their security is threatened.. and Russia wishes Ukraine was a democracy &amp; respected the rights of Russians living there.\""""	russia using nato excuse send troop ukraine troop ukraine yet send feel security threatened russia wish ukraine democracy amp respected right russian living	0.296	Neutral"
@KremlinRussia_E dear mr putin can you please not invade Ukraine and cause ww3 please because then many people will die and plus it could escalate into a nuclear war which I dont want so please dont😁👍.	dear mr putin please invade ukraine cause ww please many people die plus escalate nuclear war dont want please dont	-0.1336	Neutral
"they have no proof that Russia intends to invade Ukraine; I doubt that they would. I think Russia is concerned only with the Donbass region.\\"" #OliverStone 2/11/22\""""	proof russia intends invade ukraine doubt think russia concerned donbas region oliverstone	-0.5719	Negative"
@TheDavidFloren @AFP @JuliaDavisNews @BorisJohnson @ABaerbock Because if the US brings troops into Ukraine it means war and war with Russia means the destruction of all the major cities in  the USA	u brings troop ukraine mean war war russia mean destruction major city usa	-0.91	Negative
#UPDATE!!!! Ukraine 🇺🇦 President Zelensky Having Coffe With Troops in Kyiv…	update ukraine president zelensky coffe troop kyiv	0.0	Neutral
"all poggers. He should do that.\""	poggers	0.0	Neutral
all the news today is depressing. we got transphobia, let's go to war in ukraine &amp; anyone who thinks this is a bad idea is a traitor, and why shouldn't all the children in the uk get covid?? might be good for them.	news today depressing got transphobia let go war ukraine amp anyone think bad idea traitor shouldnt child uk get covid good	-0.7964	Negative
all the people in Ukraine, i'm so sorry, you don't deserve this, you are strong, stay safe #StandWithUkraine 💙💛	people ukraine im sorry dont deserve strong stay safe standwithukraine	0.6661	Positive
all these ukraine - russia news reminds me of the time i used to invade your guts and break your walls you don't have to reply and tell ya mom i miss her https://t.co/Jo6WIxz1jj	ukraine russia news reminds time used invade gut break wall dont reply tell ya mom miss	-0.1531	Neutral
all you punks standing for Ukraine, stand for America and go help close our border, stand with America and demand an end to covid coverup....or just stfu	punk standing ukraine stand america go help close border stand america demand end covid coverupor stfu	0.296	Neutral
allegedly 'on the Seversky Donets River 40 kilometers (25 mi) north of the border with Ukraine' https://t.co/L8EpIjtICZ	allegedly seversky donets river kilometer mi north border ukraine	0.0	Neutral
alles zu tun	alles zu tun	0.0	Neutral
along roads and so on and so forth. It would be horrific	along road forth horrific	-0.6597	Negative
along with increased forces and increased 🇺🇸 prescense this will most certainly happen along with-\""""	along increased force increased prescense certainly happen along	0.7089	Positive"
#StandWithUkraine https://t.co/CYTJSgu3oi	standwithukraine	0.0	Neutral
@nrml_guy @MacreEric @jeffreybacic @agentcurieuse @TechEthio @StateDept @SecBlinken @DmytroKuleba Err thanks - https://t.co/Y3CTdrwkG9 Didn't read the article ? Ukraine used to be neutral and wasn't in NATO when it was attacked.	err thanks didnt read article ukraine used neutral wasnt nato attacked	-0.0258	Neutral
Countdown to war as tanks move to Ukraine border and efforts to stop Russia fail https://t.co/NIUfJIJkk2	countdown war tank move ukraine border effort stop russia fail	-0.8625	Negative
"'rawDescription': \\""Pro-abortion. Pro women's right. Pro women. A woman's body = a woman's choice! Hardly political correct. Stubborn. Sarcastic. Gay.\""\""""	rawdescription proabortion pro woman right pro woman woman body woman choice hardly political correct stubborn sarcastic gay	-0.5325	Negative"
@PoliticalGeeker @ELINTNews A country wants war and intents on dragging Germany&amp;Europe into a war with Russia just because they are hurt about NS2. The most powerful state in Europe will not go to war with Russia. Russia being autocratic or fascist groups involved in fights in Ukraine doesn‘t matter at all	country want war intent dragging germanyampeurope war russia hurt n powerful state europe go war russia russia autocratic fascist group involved fight ukraine doesnt matter	-0.9606	Negative
#Ukraine 🇺🇦 🇪🇺 HELP:	ukraine help	0.4019	Neutral
https://t.co/KBEokzGVpv take on Biden's Ukraine speech #KeystoneXL #PresidentBiden  #gasprices #Biden #border #Ukraine https://t.co/1kxcXAlkxF	take bidens ukraine speech keystonexl presidentbiden gasprices biden border ukraine	0.0	Neutral
"#Fox’s #TuckerCarlson and some other far right #Trump Party (former #GOP) crazies are all for #Putin in the tug of war over #Ukraine.  They admire and prefer a #Putin style autocracy, as does #Trump, over democracy.  https://t.co/33VlNsyRVq	fox tuckercarlson far right trump party former gop crazy putin tug war ukraine admire prefer putin style autocracy trump democracy	0.2263	Neutral"
"\@RussianEmbassy @TimesRadio @mfa_russia @FCDOGovUK @trussliz @10DowningStreet @StateDept @NATO @RussiaUN @RusEmbUSA @BBCWorld @cathynewman All Ukraine is doing is bolstering Defense Forces within it's own borders....... not \""\""practicing war games\""\"" on the border of another Country.\""""	ukraine bolstering defense force within border practicing war game border another country	0.5641	Positive"
CNN BBC etc portray Putin has an unstable mind	cnn bbc etc portray putin unstable mind	-0.3612	Neutral
As I said before you can't ask the Germans as Ukraine	said cant ask german ukraine	0.0	Neutral
#StandWithUkraine https://t.co/q9Jki4wSKL	standwithukraine	0.0	Neutral
for all of us.	u	0.0	Neutral
🇺🇦 War in Ukraine Would Force Israel to Get off the Fence	war ukraine force israel get fence	-0.5994	Negative
@JamesRobvincent No Russian troops have left Russian territory. #USA has moved troops &amp; #B52 bombers from 3rd to 4th countries! Even #zhelensky is asking for proof of an invasion as the exodus is ruining #Ukraine economy! It’s war by American laptop algorithms!	troop left territory usa moved troop amp b bomber rd th country even zhelensky asking proof invasion exodus ruining ukraine economy war american laptop algorithm	-0.7964	Negative
If the #Russians DARE Invade #Ukraine	russian dare invade ukraine	0.0	Neutral
"\\""\""Двухминутка ненависти\""\"": в российских школах прошли видеоуроки об \""\""освободительной миссии на Украине\""\""  https://t.co/9JF0WoGTRD Наш телеграм канал: https://t.co/DOpdAjukJP  #StopRussianAggression  #PutinWarCriminal  #StopWarInUkraine #StopRussia #StopPutin #StandWithUkraine\""""	stoprussianaggression putinwarcriminal stopwarinukraine stoprussia stopputin standwithukraine	0.0	Neutral"
@martinh36336229 @JohannesNormann War Ukraine ein Land in der UdSSR oder eine Republik auf dem russischen Land?	war ukraine ein land der udssr oder eine republik auf dem russischen land	-0.5994	Negative
"\@GRaporu @Reuters \""\""Approached\""\""? Meaning""	approached meaning	0.0	Neutral"
@WSJ Tell me again why Ukraine needs to join NATO.	tell ukraine need join nato	0.296	Neutral
@mediavets @Peston Sure.	sure	0.3182	Neutral
"you're it! Get the latest news and the stories that matter – and pass them on.\\""""	youre get latest news story matter pas	0.0258	Neutral"
@goolammv Send him to mediate Russia Ukraine conflict. We will have nuclear☢💣 war 🤺	send mediate russia ukraine conflict nuclear war	-0.7351	Negative
@Lauren_Southern According to https://t.co/NSI7lo2C79 Russian troops are pulling back. Ukraine and British intelligence have been saying Russia presented no signs of invasion this entire time.	according troop pulling back ukraine british intelligence saying russia presented sign invasion entire time	0.2263	Neutral
Can a country that has committed war crimes and broken international law sit as the head of the #UN security counsel? Asking for #Ukraine…	country committed war crime broken international law sit head un security counsel asking ukraine	-0.5423	Negative
"#Russia is willing to go to war and incur sanctions over #Ukraine, analysts warn.	russia willing go war incur sanction ukraine analyst warn	-0.6486	Negative"
"\President Joe Biden insists that the US and NATO are \""\""not a threat to Russia\""\""""	president joe biden insists u nato threat russia	0.4168	Neutral"
@tkhuangshi @skaldique @deviImunch @imhoteplesage1 @ASBMilitary Wrong how?? There’s Nazi’s in power the azou battalion	wrong there nazi power azou battalion	-0.4767	Neutral
