rawData	tokens	sentiment	Category
"\\""\""Russia is a sending an unspecified number of troops from the country’s far east to Belarus for major war games""	russia sending unspecified number troop country far east belarus major war game	-0.5574	Negative"
Coming up on #BBCBreakfast	coming bbcbreakfast	0.0	Neutral
@GatewayBlueArmy @disclosetv Ukraine isn't in NATO	ukraine isnt nato	0.0	Neutral
@amrakunj Be captured by Russian troops?	captured troop	0.0	Neutral
The west is goading Russia to its doom. It's an unconventional warfare.	west goading russia doom unconventional warfare	-0.5994	Negative
@JonAshworth Are you sure Comrade Putin is aware. Why arent the Russian  troops retreating	sure comrade putin aware arent troop retreating	0.3182	Neutral
#StandWithUkraine https://t.co/mifgvQI2gE	standwithukraine	0.0	Neutral
CodeMonkeyZ Says:	codemonkeyz say	0.0	Neutral
A U.S. Defense official said Tuesday that more than 80% of the Russian troops once positioned along Ukraine’s borders are now fighting in the country. Follow our live updates here: https://t.co/jIOgxMZht0	u defense official said tuesday troop positioned along ukraine border fighting country follow live update	-0.25	Neutral
Biden: 'Every Indication' Russia Is Preparing To Invade Ukraine	biden every indication russia preparing invade ukraine	0.0	Neutral
I feel like Russia bout to invade Ukraine on the super bowl	feel like russia bout invade ukraine super bowl	0.7506	Positive
Here's a brief but important article with great tips from esteemed psychologists on how to manage the #trauma &amp; #stress of watching a #war from afar: https://t.co/SyHTZiT0rY	here brief important article great tip esteemed psychologist manage trauma amp stress watching war afar	-0.2617	Neutral
@linkch3n3y @stocktalkweekly Wait so you’re worried that Biden told Xi that the US knew Russia was planning to invade Ukraine? I think that was a clever move. I do that all the time when I want to indirectly send someone a message but Biden didn’t invite Lavrov to the WH for a photo-op.	wait youre worried biden told xi u knew russia planning invade ukraine think clever move time want indirectly send someone message biden didnt invite lavrov wh photoop	-0.0657	Neutral
@Underground_RT But @johnpilger forgot to mention that there have been thousands of #Russian troops operating in #Ukraine ever since 2014. Furthermore #Putin has more military resources available to him in #Europe than all current #NATO assets in Europe in real terms.	forgot mention thousand troop operating ukraine ever since furthermore putin military resource available europe current nato asset europe real term	0.2617	Neutral
@garyblack00 Let’s assume Russia is going to invade Ukraine. So how many EV sales will $TSLA lose? How does this invasion negatively affect Tesla in short and long term? I am filtering out this noise and keep adding more $TSLA on this dip. Great future earning potential should not be ignored!	let assume russia going invade ukraine many ev sale tsla lose invasion negatively affect tesla short long term filtering noise keep adding tsla dip great future earning potential ignored	0.5207	Positive
@bugeyeandme Putin is a cancer to the world. @Russia need to overthrow him ASAP. Stand with @ukraine!	putin cancer world overthrow asap stand	-0.6597	Negative
@madeking @BooYaaBoom But sending troops to a region doesn't spell an invasion.	sending troop region doesnt spell invasion	0.0	Neutral
"'rawDescription': \\""A summary of me.. 🍻⚽⛷🎧💻🎬\\n\\n#NotMyGovernment #RejoinEU \\n\\nPart of 🌍wide resistance against 🍊🤡 & traitorous GOP\\n\\n\\n'I do not stand by in the presence of evil'\""\""""	rawdescription summary nnnotmygovernment rejoineu nnpart wide resistance traitorous gopnnni stand presence evil	-0.6597	Negative"
"\\""\""Biden-Putin call ushers in new phase of diplomacy\""\""""	bidenputin call usher new phase diplomacy	0.0	Neutral"
"\Russian troops are about to go up against Soldiers who named their M3 Bradley \""\""BIG CHUNGUS\""\""! https://t.co/HnZAINQjit\""""	troop go soldier named bradley big chungus	0.0	Neutral"
@cnni It looked like that they leaved Chinese students in Ukraine without any evaluation instruction in order to cover Russia’s intention to invade.	looked like leaved chinese student ukraine without evaluation instruction order cover russia intention invade	0.3612	Neutral
"'rawDescription': \\""I'm Lincoln 👋 I was in a Zombie Movie🧟\\u200d♂️ & other films you've not seen. Trended once on Twitter haha\\nBreaking news & making polls.\\nRetweets 🚫 opinions\""\""""	rawdescription im lincoln zombie movieud film youve seen trended twitter hahanbreaking news making pollsnretweets opinion	0.0	Neutral"
#Ukraine #StandWithUkraine #PutinWarCriminal https://t.co/9G9JIJjXPy	ukraine standwithukraine putinwarcriminal	0.0	Neutral
