rawData	tokens	sentiment	Category
1a. Ukraine/Russia/USA/NATO/China. Well things don't look good for peace. Putin demanded that he wants guarantees that NATO won't expand to the east into Ukraine up to the Russian border and they want assurances that the USA won't place more military equipment inside Ukraine and-	ukrainerussiausanatochina well thing dont look good peace putin demanded want guarantee nato wont expand east ukraine border want assurance usa wont place military equipment inside ukraine	0.4646	Neutral
US places troops on high alert amid threat of Russian invasion in Ukraine https://t.co/O1UoZbv6a0	u place troop high alert amid threat invasion ukraine	-0.296	Neutral
#Boris Johnson is in #Kiev today to talk #Russia	boris johnson kiev today talk russia	0.0	Neutral
04/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Sumy #Mariupol *Verified*	standwithukraine ukraine kharkiv kyiv odesa sumy mariupol verified	0.0	Neutral
@KateKurocka @KremlinRussia_E Perhaps you don't know that with whom do u want to live he is reason of breaking USSR in in 15 parts in 1991 and now he want to  include Ukrain in his alliance and then he will invade Russia in future that's why Putin is doing for russian future. Just blame on your politician.	perhaps dont know want live reason breaking ussr part want include ukrain alliance invade russia future thats putin future blame politician	-0.2023	Neutral
Ok I think people are taking this Rushia thing too far.	ok think people taking rushia thing far	0.296	Neutral
#Russia #Ukraine #War #USA	russia ukraine war usa	-0.5994	Negative
@JohnRobertsFun Putin is Kremlin soviet always has been. He’s always had his sights con Ukraine 🇺🇦. It’s old soviet ….  It was a matter of time he take action it is eight years ago he had a go the pro Russians … where’s next	putin kremlin soviet always he always sight con ukraine old soviet matter time take action eight year ago go pro russian wheres next	0.0258	Neutral
"\@phl43 @EleuEThana Also weird how we just have to accept \""\""it's just what Russia does""	also weird accept russia	0.2263	Neutral"
@GotBrainz it's likely very true. Biden is desperate for a win. Everything has failed so far	likely true biden desperate win everything failed far	0.3167	Neutral
China has just made its official signature	china made official signature	0.0	Neutral
@imdawala @zackbeauchamp there is not an open door policy. that is a russian lie.	open door policy lie	0.0	Neutral
Do you think NATO and Ukraine should go to war against Russia?	think nato ukraine go war russia	-0.5994	Negative
Georgia stand with Ukraine 🇬🇪❤️🇺🇦	georgia stand ukraine	0.0	Neutral
Praying for all in Ukraine.	praying ukraine	0.3612	Neutral
Ukraine-Russia tensions: Russia pulls some troops back from border – Latest Update https://t.co/HoirHCz5JC	ukrainerussia tension russia pull troop back border latest update	-0.4019	Neutral
After all wordings how strong support of western Allies of Ukraine and how deep its support to sovereignty and territorial integrity Ukraine is facing 375 000 Russian Troops near 10 to 50 km of its 4000 km borders with Russia. Definitely Ukraine is alone. https://t.co/9RRB7lDwbu	wording strong support western ally ukraine deep support sovereignty territorial integrity ukraine facing troop near km km border russia definitely ukraine alone	0.9001	Positive
@RidgeOnSunday @SkyNews @trussliz Would you put down troops in Ukraine?	put troop ukraine	0.0	Neutral
I heard Russia-Ukraine border crisis	heard russiaukraine border crisis	-0.6249	Negative
7 senators meet with Ukraine president as Russian troops amass on border https://t.co/R2jxx2tzNH	senator meet ukraine president troop amass border	0.0	Neutral
