rawData	tokens	sentiment	Category
Putin has ordered troops into Ukraine after an incendiary speech declaring the besieged nation “belongs to Russia”. He signed a decree recognising the Donetsk and Luhansk rebel republic in east Ukraine in a move which destroyed peace hopes. #news	putin ordered troop ukraine incendiary speech declaring besieged nation belongs russia signed decree recognising donetsk luhansk rebel republic east ukraine move destroyed peace hope news	0.3612	Neutral
~@NATO is on a #suicide mission by coming up against 🇷🇺#Russia. Please REMOVE the thought of adding 🇺🇦#Ukraine to #NATO for your own SELFISH reasons. If not--&gt;THE GODS OF THE UNIVERSE SAID--&gt;THERE WILL BE A VERY BIG WAR!~ @KremlinRussia_E #Putin @mfa_russia	suicide mission coming russia please remove thought adding ukraine nato selfish reason notgtthe god universe saidgtthere big war putin	-0.888	Negative
Putin planned to use fake video accusing Ukraine of genocide as first of US troops leave Fort Bragg - https://t.co/zuQLbgTZxT	putin planned use fake video accusing ukraine genocide first u troop leave fort bragg	-0.6124	Negative
Boris Johnson to hold showdown talks with Vladimir Putin to warn Russia off war with Ukraine 🇷🇺 🗣 #stepback #vladimirputin https://t.co/35S3EbbZ77	boris johnson hold showdown talk vladimir putin warn russia war ukraine stepback vladimirputin	-0.6486	Negative
@thumblesteen @Gnrl12345 The dynamics are totally fucking different	dynamic totally fucking different	0.2732	Neutral
"the North Atlantic... https://t.co/jJGEXcWvUd\""	north atlantic	0.0	Neutral
the Pentagon	pentagon	0.0	Neutral
the RF. Who's gonna stop it?\""""	rf who gonna stop	-0.296	Neutral"
I feel like one of the best cities of Ukraine has been a target of cruel people who don’t think in advance. I knew a lot of very reasonable people in Charkiw and they are able to rebuild this city and make it look like a gem again. #StandWithUkraine #StopPutinNOW #AMD https://t.co/QXNXqeZJsK	feel like one best city ukraine target cruel people dont think advance knew lot reasonable people charkiw able rebuild city make look like gem standwithukraine stopputinnow amd	0.6597	Positive
#StandWithUkraine #PutinWarCriminal https://t.co/rjyrE9aP1L	standwithukraine putinwarcriminal	0.0	Neutral
