rawData	tokens	sentiment	Category
thanks to self serving RWNJ's supported by Australian	thanks self serving rwnjs supported australian	0.6369	Positive
“Russian Military Helicopters Flying Towards Ukraine’s Border '  #Russia #Ukraine #RussiaInvadesUkraine  #UkraineRussiaConflict #Putin https://t.co/fvuBZf48xR	military helicopter flying towards ukraine border russia ukraine russiainvadesukraine ukrainerussiaconflict putin	0.0	Neutral
'protected': False	protected false	0.4404	Neutral
#Nato SecGen @jensstoltenberg reaffirms NATO support to #Ukraine - including right to defend itself - training and mil support of allies - and NEVER compromising on a nations right to set its own course . Sounds like #NATO “red lines” won’t move ahead of #Russia talks	nato secgen reaffirms nato support ukraine including right defend training mil support ally never compromising nation right set course sound like nato red line wont move ahead russia talk	0.7845	Positive
Ukraine seems to want to join NATO.	ukraine seems want join nato	0.3612	Neutral
@LPTexas There is a way to deter Russia: Deterrence by Denial. This means show the opponent (Russia) the cost of doing war with Ukraine.	way deter russia deterrence denial mean show opponent russia cost war ukraine	-0.5994	Negative
I Stand With UKRAINE	stand ukraine	0.0	Neutral
@RaiseHellWells @FirstCupCoffee2 @jimsciutto Really?	really	0.0	Neutral
"\Watch \""\""Russia demands Nato withdraw from Eastern Europe""	watch russia demand nato withdraw eastern europe	0.0	Neutral"
@moyensdebord @2Gulch @DAlperovitch In corruption investigations etc they will soon have the government state that it will never join NATO and ask NATO to give the same committment. Takes the pressure off Biden as he is than doing what Ukraine asks. Wonder if that was what their awkward telephone call was about.	corruption investigation etc soon government state never join nato ask nato give committment take pressure biden ukraine asks wonder awkward telephone call	-0.5702	Negative
@failingempirepr @BendletonPorred @serious_phase @ArtFloods @brutal_regime @RickyDHale @SenSanders Russia has missiles that can even reach the US and every NATO country. This has been the case for a long time. The only new development has been Russia troop amassing specifically on Ukraine’s border.	russia missile even reach u every nato country case long time new development russia troop amassing specifically ukraine border	0.0258	Neutral
"and greenhouse gases destroying the world I'm being brought into.\\""\""""	greenhouse gas destroying world im brought	-0.5574	Negative"
@Iyervval I “mourn” your prediction that Russia won’t invade Ukraine	mourn prediction russia wont invade ukraine	-0.4215	Neutral
