rawData	tokens	sentiment	Category
#UkrainianArmy needs vehicles. Reinis and his team are helping. You can too 👉 #donation info below #StandWithUkraine #SlavaUkraini https://t.co/SHO6ZaxfpN	ukrainianarmy need vehicle reinis team helping donation info standwithukraine slavaukraini	0.296	Neutral
This is what leadership looks like and the world is watching! ⁦@ZelenskyyUa⁩ Praying for our brothers and sisters in Ukraine. #StandwithUkraine  https://t.co/wy6ivMttui	leadership look like world watching praying brother sister ukraine standwithukraine	0.6124	Positive
"\@WhoseBacon @hasanthehun I'm asking you on \""\""how should we\""\""""	im asking	0.0	Neutral"
@SecDef why doesn't NATO have an emergency meeting and formally take in Ukraine effective immediately?	doesnt nato emergency meeting formally take ukraine effective immediately	0.128	Neutral
@HananyaNaftali Hope you and believers like you would come to #Ukrain and fight for them.  #UkraineWar #RussiaUkraine	hope believer like come ukrain fight ukrainewar russiaukraine	0.4215	Neutral
🇺🇸8500 troops at Ukraine’s border and roughly 3600 on our own border.  Let that sink in.  Shouldn’t we clean our own house before cleaning someone else’s?🇺🇸. #LGB #FJB	troop ukraine border roughly border let sink shouldnt clean house cleaning someone el lgb fjb	-0.3089	Neutral
The Javelin missiles that are doing the damage and holding off Russian troops were provided to Ukraine by the Trump Administration https://t.co/6ETpIyDVas	javelin missile damage holding troop provided ukraine trump administration	-0.4939	Neutral
@wandere31629956 @crackconnoisser @nickschifrin If you think the US and NATO will go to war against Russia over Ukraine then you are an idiot.	think u nato go war russia ukraine idiot	-0.802	Negative
@ShelbyC87976453 @oott_oil @Financialjuice1 If a nato country gets attacked your life is at risk. You good with it then? Bc ukraine isn’t apart of some org their people deserve to die. You people are funny	nato country get attacked life risk good bc ukraine isnt apart org people deserve die people funny	-0.4939	Neutral
"'rawDescription': \\""associate's degree aesthetic\""\""""	rawdescription associate degree aesthetic	0.0	Neutral"
flag waving Veteran	flag waving veteran	0.0	Neutral
