rawData	tokens	sentiment	Category
@Europarl_EN @ZelenskyyUa I ask the forces of the NATO alliance to close the sky over Ukraine from airstrikes by the Russian army of Putin	ask force nato alliance close sky ukraine airstrikes army putin	0.0	Neutral
@Kane_W_T #War #Ukraine	war ukraine	-0.5994	Negative
🌨 Say It Ain’t #Snow	say aint snow	0.0	Neutral
Will it really be war tomorrow between Ukraine and Russia ?	really war tomorrow ukraine russia	-0.6344	Negative
@JustinTrudeau @POTUS @JoeBiden   @NATO so you’ll just threaten Russia with sanctions but won’t show up to actually help Ukraine from being invaded?	youll threaten russia sanction wont show actually help ukraine invaded	0.3855	Neutral
Andy Vermaut shares:US boosts European troops amid fears Russia may invade Ukraine: The US president is to send troops to Poland and Germany amid fears of a Russian invasion of Ukraine. https://t.co/AbGHEwNRng Thank you https://t.co/tM3fyAAtn8	andy vermaut sharesus boost european troop amid fear russia may invade ukraine u president send troop poland germany amid fear invasion ukraine thank	-0.2023	Neutral
@JeremyCliffe @georgeeaton No mention of Zelensky saying now is the time for offensive operations or the build up of their troops on the eastern border? Are we going to back Ukraine if they try and regain the east and possibly Crimea by force?	mention zelensky saying time offensive operation build troop eastern border going back ukraine try regain east possibly crimea force	-0.6369	Negative
@Pixel_Possum @zackbeauchamp Do you think Russian invasion of Ukraine isn't war?	think invasion ukraine isnt war	0.4847	Neutral
#Ukraine If you have 190000 Russians surrounding your country it must be so comforting that UK has frozen 5 Russian banks and 4 wealthy business men and Nato has stated they won't send any men to help you	ukraine russian surrounding country comforting uk frozen bank wealthy business men nato stated wont send men help	0.8267	Positive
this may also make things rather uncomfortable for the people who since 2014 have been insisting that DPR/LPR forces are barely disguised russian personnel. either the entry of russian troops in the breakaway territories is a substantive change in the status quo or it isn't! https://t.co/UNLZBRJFeS	may also make thing rather uncomfortable people since insisting dprlpr force barely disguised personnel either entry troop breakaway territory substantive change status quo isnt	-0.5279	Negative
