rawData	tokens	sentiment	Category
@JoeDThrasher1 @TArhenius @timfadek @ukraine_world @jon96179496 @CNN Those people are trying to flee from Russian advancements. They weren’t directly bombed right then and there (also not claimed by photographer). They need to cross that bridge in order to try to get to the train station and the border	people trying flee advancement werent directly bombed right also claimed photographer cross bridge order try get train station border	0.0	Neutral
@IuliiaMendel @XSovietNews R.I.P brave souls😢	rip brave soul	0.5267	Positive
@kann_news @nathanguttman Do not believe the lies.	believe lie	0.3252	Neutral
Military industrial complex really pushing hard for a war now.	military industrial complex really pushing hard war	-0.6786	Negative
Ukraine-Russia crisis: Why war is looming in eastern Europe	ukrainerussia crisis war looming eastern europe	-0.8591	Negative
@A_Allen_Jr “NATO shouldn’t exist” and “Russia’s justified in their invasion of Ukraine” are very separate arguments. I’m talking about the second thing. You have not said a word about Ukrainians. Do you realize that?	nato shouldnt exist russia justified invasion ukraine separate argument im talking second thing said word ukrainian realize	-0.0717	Neutral
@MotolkoHelp @tom_bullock_ Ukraine is hardly expected to conduct any air sorties against Belarus. Are they expecting Poland to join the war?	ukraine hardly expected conduct air sortie belarus expecting poland join war	-0.4019	Neutral
I feel that we should deploy an armored division into Ukraine direct. Because I feel this is meant to be a wider war.	feel deploy armored division ukraine direct feel meant wider war	-0.5994	Negative
These western clowns who think the US and Russia are manufacturing a war in Ukraine do realize that they lost the plot 8 years ago - give or take?	western clown think u russia manufacturing war ukraine realize lost plot year ago give take	-0.7351	Negative
"\Ukraine &amp; NATO Agree Threat of Russian Invasion 'Low' - But US Continues \""\""Apocalyptic\""\"" Rhetoric  https://t.co/t2FkWquj4N\""""	ukraine amp nato agree threat invasion low u continues apocalyptic rhetoric	-0.8442	Negative"
