rawData	tokens	sentiment	Category
"since Napoleon times.\""	since napoleon time	0.0	Neutral
since he knew Trump would continue to attack NATO for him. https://t.co/zU7nYJml3U\""""	since knew trump continue attack nato	-0.4767	Neutral"
Biden: US will increase troop presence in Poland and Romania if Russia invades #Ukraine	biden u increase troop presence poland romania russia invades ukraine	0.3182	Neutral
Nothing personifies the absurd DC perspective and disconnect more than a group of bipartisan politicians concerned about the borders of Ukraine and ignoring the border crisis in our own country.	nothing personifies absurd dc perspective disconnect group bipartisan politician concerned border ukraine ignoring border crisis country	-0.7783	Negative
It's a Ukraine tank and this was an accident. Where are the 'fact checkers' now?	ukraine tank accident fact checker	-0.4767	Neutral
Please pray for all the troops fighting for Ukraine as well as their citizens.  There IS power in prayer.  Click here to view fridge magnets as a reminder to pray &gt;&gt;&gt;	please pray troop fighting ukraine well citizen power prayer click view fridge magnet reminder pray gtgtgt	0.6705	Positive
@WithinSyriaBlog Also remember Ukraine have limited amount of SAMs (hence the need for NATO resupply). Decoys would be effective at using these up before a large scale air assault.	also remember ukraine limited amount sam hence nato resupply decoy effective using large scale air assault	-0.3818	Neutral
@NATO Pls stand together to deploy troops to Ukraine to stop the unjustified war.	pls stand together deploy troop ukraine stop unjustified war	-0.7003	Negative
Prediction: Russia won't invade Ukraine	prediction russia wont invade ukraine	0.0	Neutral
@thedarkangelth2 @chickiewabbit @StevenT65674368 You mean the armed Russian troops in.....Russia? I'm confused. Where else are Russian troops supposed to be?	mean armed troop inrussia im confused else troop supposed	-0.3182	Neutral
Zelensky tells Russian troops not to trust their commanders or Kremlin propaganda: 'Just save your lives. Leave.' https://t.co/UEUZQDMSUi via @Yahoo RUSSIA WILL LOSE THE WILL OF THE PEOPLE IS TO STRONG GO TRUCKERS ???	zelensky tell troop trust commander kremlin propaganda save life leave via russia lose people strong go trucker	-0.0263	Neutral
@JanFilipowicz @mfa_russia @FCDOGovUK @NATO @RussianEmbassy @RusembUkraine @natomission_ru @DeborahBronnert @RusEmbUSA @trussliz @GOVUK @ChiefMI6 And Ukraine has just as many troops at Russian border.	ukraine many troop border	0.0	Neutral
#BBCNews Russia's Pres #Putin recognises breakaway regions of #Ukraine controlled by #Russian-backed separatists	bbcnews russia pres putin recognises breakaway region ukraine controlled russianbacked separatist	0.0	Neutral
I hear that #Russian Officers are shooting their own troops who get injured.	hear officer shooting troop get injured	-0.4019	Neutral
Russian troops in streets of Ukrainian port city Kherson: Mayor	troop street ukrainian port city kherson mayor	0.0	Neutral
#Mariupol	mariupol	0.0	Neutral
