rawData	tokens	sentiment	Category
Confirmation that the Russian troops and their allies are not at war with the people of Ukraine and are showing restraint against civilians. Thank you @nexta_tv for showing the world. https://t.co/sugYhqlixo	confirmation troop ally war people ukraine showing restraint civilian thank showing world	0.6854	Positive
$AMZN $QQQ $SQQQ - The so called short lived Party is Officially Over!!!! Reality of bond yields/Fed Hikes/Russia-Ukraine War tensions will hit on Monday!!!	amzn qqq sqqq called short lived party officially reality bond yieldsfed hikesrussiaukraine war tension hit monday	-0.5994	Negative
It’s all absolutely heartbreaking	absolutely heartbreaking	-0.5095	Negative
@Veritas___BR @CF4E @spriter99880 What's funnier is that you actually believe that crap 😂😂😂😂 he's literally on Ukraine's western border just waiting for the second to bail 😭😭😭😭😭😭😭😭	whats funnier actually believe crap he literally ukraine western border waiting second bail	0.0258	Neutral
I stand with Ukraine and I don't care	stand ukraine dont care	-0.3875	Neutral
#StandWithUkraine https://t.co/7Z6wGCBjAn	standwithukraine	0.0	Neutral
"#Russland: Überfälle zugleich im Mittelmeer, im Nordatlantik, in der Arktis und auf die #Ukraine?	russland berflle zugleich im mittelmeer im nordatlantik der arktis und auf die ukraine	-0.5994	Negative"
"\\""\""Unfortunately""	unfortunately	-0.34	Neutral"
The streets are saying WWIII might happen in the next few months if Russia actually has the balls to invade Ukraine this time	street saying wwiii happen next month russia actually ball invade ukraine time	0.0	Neutral
'description': 'Law | Eco-Left | Socialist | #Rights #NHS #GTTO #Unions #Animals | 𝘏𝘶𝘮𝘢𝘯𝘦 𝘞𝘰𝘳𝘭𝘥 | No political affiliation | Journalist | NUJ Member'	description law ecoleft socialist right nh gtto union animal political affiliation journalist nuj member	-0.296	Neutral
#StandWithUkraine https://t.co/JK26Rr4CG0	standwithukraine	0.0	Neutral
#BREAKING: Websites for the Ukrainian Defence Ministry https://t.co/Dx0pEItwFV &amp; the Ukrainian Armed Forces https://t.co/zEzZ0wj9SF are down.	breaking website ukrainian defence ministry amp ukrainian armed force	0.1027	Neutral
"'rawDescription': \\""A small chap from St Helens who's just trying to make sense of it all.\""\""""	rawdescription small chap st helen who trying make sense	0.0	Neutral"
