rawData	tokens	sentiment	Category
"'rawDescription': '“Those who can make you believe absurdities can make you commit atrocites.\\"" — Voltaire'""	rawdescription make believe absurdity make commit atrocites voltaire	0.296	Neutral"
"\@patty_juarez_ Si la \""\""culpa la tienen los aprofujomontesinistas\""\""""	si la culpa la tienen los aprofujomontesinistas	0.0	Neutral"
"England) on 22 June 1757.\\""""	england june	0.0	Neutral"
@jhn6jun @RetirementRight Wow I know I’ve been avoiding MSM but I guess I missed how Ukraine joined NATO so they now have to defend her or it’s the end of NATO	wow know ive avoiding msm guess missed ukraine joined nato defend end nato	-0.2732	Neutral
La ministre des Affaires étrangères @TrussLiz 🇬🇧 a introduit de nouvelles sanctions contre la #Russie pour son invasion barbare de l'#Ukraine.	la ministre de affaire trangres introduit de nouvelles sanction contre la russie pour son invasion barbare de lukraine	0.0	Neutral
An Off Ramp From Russia-Ukraine War? | The Mehdi Hasan Show https://t.co/XJn13PY38K via @YouTube   #Ukraine #NATO #USA  #Defense #Security #Military #Geopolitics #Politics #Intelligence	ramp russiaukraine war mehdi hasan show via ukraine nato usa defense security military geopolitics politics intelligence	0.2732	Neutral
Putin Has Started the War With Ukraine |  https://t.co/zoypAuAX77	putin started war ukraine	-0.5994	Negative
I stand with Ukraine 🇺🇦 https://t.co/ZnEX436cDX	stand ukraine	0.0	Neutral
This is the problem Ukraine is not dealing with appropriately. These ppl need help not abuse. Vlad is willing to hold off on any violent conflict in order to secure the Poland border. There needs to be some kind of understanding. Different leadership is involved than b4. https://t.co/ZmGKIYY6hX	problem ukraine dealing appropriately ppl help abuse vlad willing hold violent conflict order secure poland border need kind understanding different leadership involved b	-0.1109	Neutral
#StandWithUkraine https://t.co/rc2iXcHaBg	standwithukraine	0.0	Neutral
The world war 3rd is heating up and in every moment is expectedable to breaking out! The entire Ukraine is in a heart of war zone and Putin is aggressively not only going to wrapping out Ukrainians but is also fuelling fire on the whole world which had been a victim of criminals.	world war rd heating every moment expectedable breaking entire ukraine heart war zone putin aggressively going wrapping ukrainian also fuelling fire whole world victim criminal	-0.9464	Negative
Nobody is going to war over bloody Ukraine. https://t.co/VACyYqHcz0	nobody going war bloody ukraine	-0.7783	Negative
"'rawDescription': \\""Normally I'm against big things. The world is going to be saved by millions of small things. Too many things can go wrong when they get big.#MARINESagainstTrump\""\""""	rawdescription normally im big thing world going saved million small thing many thing go wrong get bigmarinesagainsttrump	-0.0772	Neutral"
etc	etc	0.0	Neutral
@GMB You are now getting desperate. Russia is preparing to invade Ukraine. This is very serious and looks at two dumb brains on ITV.... look Boris had a birthday cake.	getting desperate russia preparing invade ukraine serious look two dumb brain itv look boris birthday cake	-0.7346	Negative
It’s hard for Russia to invade Ukraine when its soldiers don’t want to be there https://t.co/r41FKRPjPl	hard russia invade ukraine soldier dont want	-0.1586	Neutral
@OneNationCon The west will never forget what Ukraine stand’s for is Freedom . Ukraine will never be Russian Property. Join NATO even if it’s last thing you can do. We will always support Ukraine . Putin is muppet and tyrant. A dictator.	west never forget ukraine stand freedom ukraine never property join nato even last thing always support ukraine putin muppet tyrant dictator	0.8679	Positive
