rawData	tokens	sentiment	Category
@francesbarber13 You won’t find the story anywhere same as the communist infiltration of parliament and the brink of war in the Ukraine. All the bbc are worried about are Boris drinks and wallpaper	wont find story anywhere communist infiltration parliament brink war ukraine bbc worried boris drink wallpaper	-0.7269	Negative
Abe Ukraine border samajh liya tha kya https://t.co/aX4mZIAtES	abe ukraine border samajh liya tha kya	0.0	Neutral
Ukraine warns Russia has 'almost completed' build-up of forces near border - CNN https://t.co/6TfQzcDXiH	ukraine warns russia almost completed buildup force near border cnn	-0.1027	Neutral
Do the Vice President says that natural borders should not be changed talking about the Russian And Ukraine border and yet is ok with the USA southern border being changed into a revolving door 🤦‍♂️🤦‍♂️🤔🤔#letsgobrandon	vice president say natural border changed talking ukraine border yet ok usa southern border changed revolving door letsgobrandon	0.5719	Positive
Love This!  #StandWithUkraine https://t.co/wIT2p6Xdhq	love standwithukraine	0.6369	Positive
@cbanks321 @Vidit14509748 Don’t say that! I didn’t invade Ukraine! My family lives there and my family is in military at the border of Russia and Ukraine! Why does everyone in the west blames every single Russian in invasion? Do you think I want to see my family suffer?	dont say didnt invade ukraine family life family military border russia ukraine everyone west blame every single invasion think want see family suffer	-0.7096	Negative
@RobertDoughty17 @SkyNews @_4K45H_ They are praying Russia invade so they can somehow blame it on Brexit	praying russia invade somehow blame brexit	0.0258	Neutral
The real reason why Russia and Ukraine are on a war front is because of #SushantSinghRajput. Putin is helping India by rescuing Sushant who was kidnapped by Ukraine because he was part of huge scientific research and Ukraine wanted him to sell them the research.	real reason russia ukraine war front sushantsinghrajput putin helping india rescuing sushant kidnapped ukraine part huge scientific research ukraine wanted sell research	-0.1027	Neutral
Biden’s Presser didn’t amount to anything but more confusion. Especially with the Ukraine Russia possible war.	bidens presser didnt amount anything confusion especially ukraine russia possible war	-0.8621	Negative
@GooRee @spectatorindex What happens if Ukraine surrenders before they can join Nato?	happens ukraine surrender join nato	0.296	Neutral
#LyricalTweets	lyricaltweets	0.0	Neutral
Here is the Real Reason Vladamir Putin is Preparing for War with Ukraine - @IsraelVideos https://t.co/YhUr16QlAt	real reason vladamir putin preparing war ukraine	-0.5994	Negative
US to maneuver extra troops to NATO's jap flank amid Russia-Ukraine state of affairs - Newsworldpress @ https://t.co/n0oghMzY43 https://t.co/3dVCfUPNRV	u maneuver extra troop nato jap flank amid russiaukraine state affair newsworldpress	0.0	Neutral
Pentagon orders departure of U.S. troops in Ukraine https://t.co/yZChYDujdu	pentagon order departure u troop ukraine	0.0	Neutral
Checkies when Russia might invade Ukraine: We must sanction and starve every Ruskie civilian to bend them to out will 👍	checkies russia invade ukraine sanction starve every ruskie civilian bend	-0.4404	Neutral
Russian troops face strong resistance in Kyiv https://t.co/SDQCrGBvm8 via @YouTube	troop face strong resistance kyiv via	0.5106	Positive
@LarrythaBird @EmmaMAshford It’s not “lies and smoke screens”. It’s quite simple. They don’t want Ukraine to join nato. Not that hard to understand.	lie smoke screen quite simple dont want ukraine join nato hard understand	0.5583	Positive
1 in 2 Canadians support sending troops to Ukraine. https://t.co/L36SR0BtzG	canadian support sending troop ukraine	0.4019	Neutral
@MtungwaThato @KremlinRussia_E @Ukraine It's survival for Ukraine.	survival ukraine	0.0	Neutral
"'rawDescription': \\""That/What/Why    -Father of three. Army veteran Hardcore/Punk rock musician in the 80's and 90's. Long time CBGB jack-of-all-trades.\""\""""	rawdescription thatwhatwhy father three army veteran hardcorepunk rock musician long time cbgb jackofalltrades	0.0	Neutral"
This is wrong on so many levels. No wonder Putin thinks he can invade Ukraine. @JoeBiden’s Administration is too busy trying to push vaccine mandates on American citizens who are fleeing an impending WAR ZONE. https://t.co/e6eUFuCNIo	wrong many level wonder putin think invade ukraine administration busy trying push vaccine mandate american citizen fleeing impending war zone	-0.8578	Negative
"#Ukraine: Putin's POV sees NATO concessions &amp; What is to be done? Professor H.J. Mackinder, International Relations. #FriendsofHistoryDebatingSociety https://t.co/9KhAlT50hr via @Audioboom #Ukraine	ukraine putin pov see nato concession amp done professor hj mackinder international relation friendsofhistorydebatingsociety via ukraine	0.0	Neutral"
▶️ Ukraine-Russia tensions: US troops on high alert over stand-off https://t.co/ql9bPIXGx6 https://t.co/mBW3IGcye7	ukrainerussia tension u troop high alert standoff	-0.128	Neutral
"they will prefer the Ukraine. https://t.co/CT5IGh8Evg\""	prefer ukraine	0.0	Neutral
they will support their country https://t.co/EcaJ83hag8\""""	support country	0.4019	Neutral"
Putin says if there is a war over #Ukraine “There will be no winners” Because both have huge militaries and sophisticated weapons at its disposal  https://t.co/whN1n6U8XE	putin say war ukraine winner huge military sophisticated weapon disposal	0.0	Neutral
@theblogmire My wife asked me why Russia is piling troops on the border with Ukraine. I told her it's probably for the same reason the Saddam Hussein stockpiled all those weapons of mass destruction.	wife asked russia piling troop border ukraine told probably reason saddam hussein stockpiled weapon mass destruction	-0.765	Negative
"#President @JoeBiden, you can NOT be faulted for offering any type or amount of defensive weapons to #Ukraine &amp; as well a mightier @NATO Force in #EastEurope NOW! @POTUS @VP @ABlinken @jakejsullivan @SecDef @ltgrusselhonore @mccaffreyr3 @SecArmy	president faulted offering type amount defensive weapon ukraine amp well mightier force easteurope	0.0864	Neutral"
Note how these right wing media folk who are so outraged about possible war in Ukraine...	note right wing medium folk outraged possible war ukraine	-0.8552	Negative
Foreign Ministers are gathering for an extraordinary virtual meeting of #NATO #ForMin on Friday 7 January.	foreign minister gathering extraordinary virtual meeting nato formin friday january	0.0	Neutral
#StandWithUkraine https://t.co/8BBlx5keyA	standwithukraine	0.0	Neutral
@EnterpriseLgbt @danelledubs @JackPosobiec And Ukraine would also act as buffer zone between Russia and Nato - prob a big reason they want to take it.	ukraine also act buffer zone russia nato prob big reason want take	0.0772	Neutral
@Traitor_Warrior Every single thing trump did was a benefit to Putin. Weakening NATO and Ukraine and always taking Putin talking points. Exposing US intelligence.  Be a broken record. Never let them gaslight. It's friggen exhausting keeping up.	every single thing trump benefit putin weakening nato ukraine always taking putin talking point exposing u intelligence broken record never let gaslight friggen exhausting keeping	-0.4404	Neutral
Ukraine shells contested territories	ukraine shell contested territory	0.0	Neutral
@GNev2 This is all irrelevant when Russia invade Ukraine and there’s a global nuclear war next week.	irrelevant russia invade ukraine there global nuclear war next week	-0.5994	Negative
I would say: Now is the time for Moldovia &amp; Georgia to push/fight the Russian troops out of their territory #StandWithUkraine️ #StopRussianAggression #Ukraine #Europe	say time moldovia amp georgia pushfight troop territory standwithukraine stoprussianaggression ukraine europe	0.0	Neutral
"\\""\""I do not want Ukraine to be part of (some) agreement between President Biden and President Putin""	want ukraine part agreement president biden president putin	0.4548	Neutral"
This operation Ganga is rather being a credit game...	operation ganga rather credit game	0.3818	Neutral
