rawData	tokens	sentiment	Category
With Russian background in the East will make it happen just as easy as the Crimea invasion	background east make happen easy crimea invasion	0.4404	Neutral
@jchatterleyCNN @fpleitgenCNN Subpoenas and indictments occurring right now in the US. Will the Russian people be willing to let Putin sacrifice their Russian troops in Ukraine to create a distraction for his American operatives; Trump and the Republicans?	subpoena indictment occurring right u people willing let putin sacrifice troop ukraine create distraction american operative trump republican	-0.128	Neutral
@appolo007 How did he scam Putin to put all those troops and tanks and field hospitals on Ukraine’s border to make it look just like he was about to invade?	scam putin put troop tank field hospital ukraine border make look like invade	-0.296	Neutral
First time in four decades UNSC adopts Uniting for Peace resolution 🕊🇺🇳 -&gt; tomorrow emergency special session of UNGA considers and recommends collective action. #standwithukraine 🇺🇦🇫🇮 https://t.co/XlUsmSSEoH	first time four decade unsc adopts uniting peace resolution gt tomorrow emergency special session unga considers recommends collective action standwithukraine	0.8074	Positive
@POTUS US needs to stop the global sale of Russian oil. $20 Billion per day penalty for each day Russian troops are in Ukraine.	u need stop global sale oil billion per day penalty day troop ukraine	-0.6369	Negative
@ringorugger1 I guess I should have said “more” troops. We all know #Nato doesn’t have the stomach to go against Russia if they attack Ukraine.	guess said troop know nato doesnt stomach go russia attack ukraine	-0.4767	Neutral
Hey @juliaioffe	hey	0.0	Neutral
The tensions between #Russia and #Ukraine that could potentially lead to a full-blown war.	tension russia ukraine potentially lead fullblown war	-0.765	Negative
"\\""\""This is an important moment on history and should not pass unseen.\""\""""	important moment history pas unseen	0.2023	Neutral"
I won't be suprised if the threat of a Russia-Ukraine war is a tactic to drive up oil prices. OPEC members are smiling all the way to the bank.	wont suprised threat russiaukraine war tactic drive oil price opec member smiling way bank	-0.6486	Negative
"\\""\""Russian invasion would end swiftly. With sanctions.\""\""""	invasion end swiftly sanction	0.296	Neutral"
This isn’t the fault of the Russian people	isnt fault people	0.3089	Neutral
#BREAKING	breaking	0.0	Neutral
@JohnCleese Don't let nato lying to russia and breaking most agreements stop you john or the usa bio weapons plant in Ukraine or that the president is just the puppet of a gangster 🤔	dont let nato lying russia breaking agreement stop john usa bio weapon plant ukraine president puppet gangster	-0.054	Neutral
The latest on the Ukraine-Russia border crisis: Live updates	latest ukrainerussia border crisis live update	-0.6249	Negative
@JayStationFive @OwenJones84 Good point! I just don't see any situation where Ukrainian forces are in a position to capture any of the thousands of Russian troops in artillery units concentrated to the NW of Kyiv. The situation won't arise. In which case this is unseemly but understandable psyops.	good point dont see situation ukrainian force position capture thousand troop artillery unit concentrated nw kyiv situation wont arise case unseemly understandable psyop	0.2382	Neutral
"\@LaserHodl When is the \""\""Russia\""\"" cyberhack going to happen? Perhaps after \""\""Russia\""\"" false flag rocket attack on Russian troops or Russian speaking civilians?\""""	russia cyberhack going happen perhaps russia false flag rocket attack troop speaking civilian	-0.4767	Neutral"
#RussiaOutOfUkraine	russiaoutofukraine	0.0	Neutral
@milanistany97 @micktwomey6 @IAPonomarenko I'm sure all the dead ukranians will be ultra mad against NATO when they're killed by Russian troops.	im sure dead ukranian ultra mad nato theyre killed troop	-0.8934	Negative
@macwake316 @DeshbhaktSolo @JulieFauble @saiprasad_dalvi @myhistorytales @TandonRaveena Why can’t Ukraine simply back out of nato?	cant ukraine simply back nato	0.0	Neutral
Putin waited 5 years for biden to be elected so he can invade ukraine without a hard response #Biden #UKRAINE #Russia #NATO	putin waited year biden elected invade ukraine without hard response biden ukraine russia nato	0.0762	Neutral
There! Putin instructs defense ministry to deploy Russian “peacekeeping” troops to Donbas.	putin instructs defense ministry deploy peacekeeping troop donbas	0.5423	Positive
Russia Confirms Planned Pullback Of Some Troops From Ukraine Border https://t.co/jhqKvnmexo	russia confirms planned pullback troop ukraine border	0.0	Neutral
"'rawDescription': 'Facts matter.  Reality™ always wins.\\n\\nBlocked by those maintaining safe-space echo chambers.  \\n\\nUnfollowed by those tired of constant \\""2+2 does indeed equal 4\""\"".'""	rawdescription fact matter reality always winsnnblocked maintaining safespace echo chamber nnunfollowed tired constant indeed equal	-0.4215	Neutral"
#StandWithUkraine https://t.co/564rcw8bno	standwithukraine	0.0	Neutral
#BBCNews: Acual #Ukraine gov was a 'coup de etat' funded by #USA in 2014	bbcnews acual ukraine gov coup de etat funded usa	0.0	Neutral
Thoughts and prayers going out to the brave Russian troops getting deployed to Kazakhstan to crush the *checks notes* CIA terrorist striking oil workers	thought prayer going brave troop getting deployed kazakhstan crush check note cia terrorist striking oil worker	-0.4404	Neutral
@musicmommy23 @MarkLevineNYC @NYCMayor Stand with Ukraine now.	stand ukraine	0.0	Neutral
@ACEurasia @Dr_Ariel_Cohen The U.S. and Europe can defeat Putin’s plan by standing up to him. The U.S. and Europe must act together to defeat his plan; even if it does mean war in Ukraine. The Russian people will not like to see a River of coffins lining their streets.	u europe defeat putin plan standing u europe act together defeat plan even mean war ukraine people like see river coffin lining street	-0.9003	Negative
"'rawDescription': \\""News + Updates from the heart of the Catholic Church through the eyes of EWTN's Vatican Bureau! 🇻🇦 🇪🇸 @ewtnvaticano A service of @EWTNews\""\""""	rawdescription news update heart catholic church eye ewtns vatican bureau service	0.0	Neutral"
"'rawDescription': \\""'Out beyond ideas of wrongdoing\\nand rightdoing there is a field - \\nI'll meet you there.'\\n              #FCSP #FCKAFD #Kaffeebande #StandWithUkraine 🇺🇦🕊\""\""""	rawdescription beyond idea wrongdoingnand rightdoing field nill meet theren fcsp fckafd kaffeebande standwithukraine	0.0	Neutral"
#StandWithUkraine #Ukraine #StopRussia https://t.co/EUIa4VEzJL	standwithukraine ukraine stoprussia	0.0	Neutral
@imran88222590 @visegrad24 That must be a joke Taliban fighting hiding and using women and children as protection expecting fair fight NATO could/would bury Taliban in a fair fight ... NATO is not in Ukraine coz Ukraine is not part of NATO Russia just needed pretext to invade coz NATO	joke taliban fighting hiding using woman child protection expecting fair fight nato couldwould bury taliban fair fight nato ukraine coz ukraine part nato russia needed pretext invade coz nato	-0.4767	Neutral
@mmpadellan @POTUS @JAYSTONES1 If dems stand with Ukraine so hard it must because their ability to launder money is threatened.	dems stand ukraine hard ability launder money threatened	-0.3749	Neutral
@Handledouble @jrc1921 How am I 'gagging for war in Ukraine'?	gagging war ukraine	-0.5994	Negative
RT	rt	0.0	Neutral
World #news update:	world news update	0.0	Neutral
@lifenews_ru 😳 #DONBASS #NATO #USA  #UKRAINE #RUSSIA	donbas nato usa ukraine russia	0.0	Neutral
@reedgalen @marcorubio #DONATETHEBLOODMONEYMARCORUBIO #StandingWithUkraine #BloodMoney #MobMoney #WarCrimes #StandWithUkraine @marcorubio give the money back	donatethebloodmoneymarcorubio standingwithukraine bloodmoney mobmoney warcrimes standwithukraine give money back	0.0	Neutral
@SecBlinken @NATO majority of this copuntries doesn't even fight for their own motherlands by the way usa and britain are guarantee independence of Ukraine for nucluer disarmament... why any Turkish solider die for an American war especially when usa  hostile aginst us.	majority copuntries doesnt even fight motherland way usa britain guarantee independence ukraine nucluer disarmament turkish solider die american war especially usa hostile aginst u	-0.8166	Negative
#StandWithUkraine https://t.co/eYt2whsY1m	standwithukraine	0.0	Neutral
@TomClonan I wonder is Victoria Nuland still trying to provoke unrest in East Ukraine?	wonder victoria nuland still trying provoke unrest east ukraine	-0.4019	Neutral
$SPY 90% of the time I’m a bear. This is all bullshit though. Russia guaranteed wont invade. Tuesday we rip! 📶	spy time im bear bullshit though russia guaranteed wont invade tuesday rip	-0.5859	Negative
Over 50 seems to also be the age where you’re substantially more likely to be in politics. Crazy.	seems also age youre substantially likely politics crazy	-0.34	Neutral
@RayFlo_135 @chrislhayes Russia could just decide to invade and seize a smaller amount of the land such as Donbas which would reduce risk of partisan forces.	russia decide invade seize smaller amount land donbas reduce risk partisan force	-0.2732	Neutral
"\@nspector4 Canada's new \""\""aggressiveness\""\"" on #Russia vs #Ukraine is essentially verbal hot air--some loans to Kyiv (not even grants) and tiny amounts of defence equipment (if they go) are meaningless in big picture. #cdnfp #cdnpoli #NATO @TomWalkom\""""	canada new aggressiveness russia v ukraine essentially verbal hot airsome loan kyiv even grant tiny amount defence equipment go meaningless big picture cdnfp cdnpoli nato	-0.7154	Negative"
@showlove34 @Morris_Monye U re saying India will invade Pakistan Bcz Pakistan wants benefits from Russia 🙄	saying india invade pakistan bcz pakistan want benefit russia	0.3818	Neutral
Автопробіг на підтримку України в Бостоні #StandWithUkraine #SupportUKraine https://t.co/4urpVVq0cs	standwithukraine supportukraine	0.0	Neutral
@realTomBohn @welt Es sind aber schon jede Menge #NATO Soldaten in der Ukraine.	e sind aber schon jede menge nato soldaten der ukraine	0.0	Neutral
Only thing I want is for Russia to not invade so we can squeeze the fuck out of bears for the last time 🐻 💀	thing want russia invade squeeze fuck bear last time	-0.4939	Neutral
@FrankFigliuzzi1 We should deport all Russian citizens and Freeze all Russian assets if they invade the Ukraine 🇺🇦 ... and start telling Americans to leave Russia 🇷🇺 too ... the Cold War begins	deport citizen freeze asset invade ukraine start telling american leave russia cold war begin	-0.4939	Neutral
@POTUS Help Ukraine ground troops please for God sake! Get PUTIN NOW!!!	help ukraine ground troop please god sake get putin	0.7269	Positive
8:30pm	pm	0.0	Neutral
Lammy hits out Liz Truss 'pettiness' over Ukraine - MP backs EU as war fears surge https://t.co/seVnmjgE61 https://t.co/RYLOIBOLi7	lammy hit liz truss pettiness ukraine mp back eu war fear surge	-0.7845	Negative
Ignore Nuland and the rest of the neo-cons.  Russia is not invading Ukraine.  The war mongers will be disappointed.	ignore nuland rest neocon russia invading ukraine war monger disappointed	-0.8591	Negative
#StandWithUkraine	standwithukraine	0.0	Neutral
'Britain warned big business on Friday to bolster defences against possible Russian cyber attacks as Western fears deepened that President Vladimir Putin would order his troops to annex another part of Ukraine.'	britain warned big business friday bolster defence possible cyber attack western fear deepened president vladimir putin order troop annex another part ukraine	-0.7906	Negative
@thehill A large percent of the 62 percent of people who think Putin wouldn’t have invaded Ukraine under Trump likely don’t have a very good understanding of Eastern European politics or what goes on outside of their own border.	large percent percent people think putin wouldnt invaded ukraine trump likely dont good understanding eastern european politics go outside border	-0.3865	Neutral
Maybe the real war in Ukraine is the chaos that Russia causes by pretending that it will invade	maybe real war ukraine chaos russia cause pretending invade	-0.802	Negative
I want to see Russia invade Ukraine just to make Joe Biden and NATO look weak. Biden admin and NATO are in fact weak.	want see russia invade ukraine make joe biden nato look weak biden admin nato fact weak	-0.6705	Negative
@SameeraKhan It is terrible how much US want to drag us into to the war with Ukraine.🤦‍♂️😔	terrible much u want drag u war ukraine	-0.8225	Negative
Blinken is more concerned about the Ukraine border than the American border.Blinken needs his pink slip.	blinken concerned ukraine border american borderblinken need pink slip	0.0	Neutral
@ggreenwald @BernieSanders I think Ukraine is acceding to nato and not nato to Ukraine but what do I know	think ukraine acceding nato nato ukraine know	0.0	Neutral
@jgumbel I’m still waiting to understand the threat against which Putin is deterring. I don’t see anyone lobbying for a “let’s invade Russia” campaign.	im still waiting understand threat putin deterring dont see anyone lobbying let invade russia campaign	-0.4902	Neutral
@ZelenskyyUa @POTUS @OlafScholz @eucopresident @AndrzejDuda @BorisJohnson All could have been avoided if NATO guaranteed that Ukraine will not be accepted. We would not want Russian missiles in Cuba so why would we expect Russians to want NATO troops at their border	avoided nato guaranteed ukraine accepted want missile cuba expect russian want nato troop border	-0.5659	Negative
