rawData	tokens	sentiment	Category
"\\""\""It is not the disposition of NATO forces but the appeal of its values that actually threatens the Kremlin. Just as we know that its actions are really about what President Putin’s interpretation of history is and his unfinished ambitions for Ukraine.\""\"" https://t.co/RINq5Zc897\""""	disposition nato force appeal value actually threatens kremlin know action really president putin interpretation history unfinished ambition ukraine	0.0387	Neutral"
@TulsiGabbard This is absurd we are not going to war  with Russia. That said it is not unreasonable to look at Russia's point of view.  Imagine If Russian troops were on our border with Mexico. Ukraine in NATO same thing	absurd going war russia said unreasonable look russia point view imagine troop border mexico ukraine nato thing	0.4847	Neutral
@ThomasMcDade17 U cowards betrayed Ukraine by not sending troops to Ukraine n left Ukraine alone to die n blame others if ur hv the guts send ur troops or u know that your coward troops ran away from Afghanistan r so sissy that they don't stand a chance against mighty Russian army don't be woke	coward betrayed ukraine sending troop ukraine n left ukraine alone die n blame others ur hv gut send ur troop know coward troop ran away afghanistan r sissy dont stand chance mighty army dont woke	-0.9436	Negative
@Twitch @Twitch Stand with Ukraine stop Russian occupation!	stand ukraine stop occupation	-0.296	Neutral
@mehdirhasan @john_sipher He wants to rebuild the Russian empire. He’s been slowly chipping away at it. He won’t stop at Ukraine’s border. Believe people when they tell you who they are.	want rebuild empire he slowly chipping away wont stop ukraine border believe people tell	0.2235	Neutral
@bbcvietnamese Trả lại nguyên trạng lãnh thổ cho Ukraine như trước năm 2014 . Ukraine phải buộc kì không gia nhập NATO mà sẽ là một nước trung lập như Phần Lan và Thụy điển . Quan đội nước ngoài không được phép đồn trú trên đất Ukraine gồm cả Krym .	tr li nguyn trng lnh th cho ukraine nh trc nm ukraine phi buc k khng gia nhp nato l mt nc trung lp nh phn lan v thy quan nc ngoi khng c php n tr trn ukraine gm c krym	0.7506	Positive
#StandWithUkraine	standwithukraine	0.0	Neutral
The Two Blunders That Caused the Ukraine War: @tunkuv interviews Robert Service https://t.co/w8xNP6tN8u via @WSJOpinion	two blunder caused ukraine war interview robert service via	-0.5994	Negative
@howardfineman @CBSNews Ukraine has been protecting the West from Russia for generations. And Ukrainians will continue to do just that. But it's time for the West to take some responsibility as well. #UkrainiansWillResist #StopRussianAggression #StandForPeace #StandWithUkraine https://t.co/FjJhXoTfWt	ukraine protecting west russia generation ukrainian continue time west take responsibility well ukrainianswillresist stoprussianaggression standforpeace standwithukraine	0.3919	Neutral
@bateperson @BenBurgis A: I was asked what I think we should do. I would vote to extend nato membership to Ukraine. Simple as.	asked think vote extend nato membership ukraine simple	0.1779	Neutral
The full video of the speech of the President of Ukraine in the European Parliament with Persian dubbing-Light triumphs over darkness	full video speech president ukraine european parliament persian dubbinglight triumph darkness	0.25	Neutral
Surely as well as sanctioning Russia Belarus deserves to be sanctioned as well for allowing Russia to invade from their country.	surely well sanctioning russia belarus deserves sanctioned well allowing russia invade country	0.7269	Positive
Will Biden really meet Putin when Russian troop is still in the border close to Ukraine? https://t.co/oknvpmV7Uh	biden really meet putin troop still border close ukraine	0.0	Neutral
🚨BREAKING - Incoming motars begin once again on the Ukrainian Frontlines.	breaking incoming motars begin ukrainian frontlines	0.0	Neutral
@dpakman War criminal	war criminal	-0.8074	Negative
21:20PM Hrs	pm hr	0.0	Neutral
Blinkin: Russia sent troops to the border	blinkin russia sent troop border	0.0	Neutral
#BREAKING Ukrainian authorities have announced that their delegation has arrived at the Ukraine-Belarus border to start peace talks with the Russian delegation.	breaking ukrainian authority announced delegation arrived ukrainebelarus border start peace talk delegation	0.5423	Positive
US embassy in Ukraine ‘requests staff evacuation’ amid war fears https://t.co/FApAYL5LeO  Always the answer is war when the ‘leaders’ lack the imagination to clean up the mess.	u embassy ukraine request staff evacuation amid war fear always answer war leader lack imagination clean mess	-0.9136	Negative
"'rawDescription': \\""We're All #CelestialBodiesInOrbit ~Orbit Wisely #MeToo #EndCitizensUnited #EndElectoralCollege #TurnFloridaBlueIn2022 #ValDemings 4 US Sen #NikkiFried 4 FL Gov\""\""""	rawdescription celestialbodiesinorbit orbit wisely metoo endcitizensunited endelectoralcollege turnfloridabluein valdemings u sen nikkifried fl gov	0.4215	Neutral"
@Sota4077 @Shaunkirwin @KyivIndependent Private citizens can do what they want............in this case go help Ukraine.  NATO troops still not able to go in so far but with nuclear threat maybe.	private citizen wantin case go help ukraine nato troop still able go far nuclear threat maybe	-0.5789	Negative
@OpDoomsdayV2 @prolatcx @ASBMilitary NATO bombs everyone then sends sends their troops in to lazy about. Russia on the other hand has shown professionalism towards the general population of Ukraine whilst continuously attacking government installations	nato bomb everyone sends sends troop lazy russia hand shown professionalism towards general population ukraine whilst continuously attacking government installation	-0.3182	Neutral
British grandfather 'has written his will' as he crosses border into Ukraine to fight Putin's forces https://t.co/pFGmGnKE16	british grandfather written cross border ukraine fight putin force	-0.3818	Neutral
Biden WH claiming Russia is about to invade Ukraine..	biden wh claiming russia invade ukraine	0.0	Neutral
"#Newbites: White Home warns that Russia might invade Ukraine inside days, urges People to go away https://t.co/06qbNOFTRu	newbites white home warns russia invade ukraine inside day urge people go away	-0.1027	Neutral"
Das sagen Kanzler Scholz und Nato-Generalsekretär Stoltenberg zur Ukraine-Krise https://t.co/xJ1xoZdkAq https://t.co/ipv5zSQO8B	da sagen kanzler scholz und natogeneralsekretr stoltenberg zur ukrainekrise	0.0	Neutral
he says.	say	0.0	Neutral
@ronzheimer @BILD I doubt Klitscho got the latest news....:Walter Bloomberg	doubt klitscho got latest newswalter bloomberg	-0.3612	Neutral
"\@iutkarsh0 @bvdbilt US have debt and will not be able to do so. Your \""\""if\""\"" does not give Russia the right to kill civilists and invade a brother nation.\""""	u debt able give russia right kill civilists invade brother nation	-0.802	Negative"
@swimming_free @RocklineAdv @Lukeopoulis @PaulHaw76924422 @Rasputinish @JerryCo02787416 @no2wipp @geol_uk @Mofiz00 @SecPompeo @UN @OAS_official @EmbRusCubaEs @EmbRusUruguay @EmbRusiaEnArgEs @tassagency_en @EmbaCubaUS @CNN @us_ignorance @OnlyWongs @anesterova2 @Darkcloudsloom @NATO Mercenaries are illegal in Russia. That group is run by Putin's friends. They are extensions of the RF government doing the bidding of the RF government. 200 Russians were unalived. Putin did nothing. US needs to get into Ukraine.	mercenary illegal russia group run putin friend extension rf government bidding rf government russian unalived putin nothing u need get ukraine	-0.128	Neutral
"\@punishedmother It will be interesting to see if the \""\""anti-war\""\""""	interesting see antiwar	0.4019	Neutral"
How can one hate its #Neighbours so deeply just because they exist.	one hate neighbour deeply exist	-0.5719	Negative
@anonymo23854950 @DGisSERIOUS Not crushing Putin before he takes over Ukraine is risking nuclear war. Because Putin WILL push further and to a NATO country at which point we will have to engage.	crushing putin take ukraine risking nuclear war putin push nato country point engage	-0.3999	Neutral
Banking	banking	0.0	Neutral
