rawData	tokens	sentiment	Category
@Tobias_Ellwood Saw you on Chanel four there .Russia is at fault for what’s happening over UKraine .So is the UK and America.NATO has spread its armed hand very close to Russia. They feel threatened .They deploy troops as a result .You want NATO troops in the UKRAINE.	saw chanel four russia fault whats happening ukraine uk americanato spread armed hand close russia feel threatened deploy troop result want nato troop ukraine	-0.296	Neutral
ICE suspends deportation flights to more countries amid Russia-Ukraine war: report	ice suspends deportation flight country amid russiaukraine war report	-0.5994	Negative
@qphotonyc @darinp2 @mikepompeo @mikepompeo forgets about 2018	forgets	0.0	Neutral
BREAKING (@CNN): Latvian Prime Minister Arturs Krišjānis Kariņš says Russian troops have moved into the regions of eastern Ukraine that Russia has recognized as “independent”	breaking latvian prime minister arturs krijnis kari say troop moved region eastern ukraine russia recognized independent	0.0	Neutral
Germany Refuses to Send Arms to Ukraine Despite Pressure from U.S. &amp; NATO https://t.co/RjVyEWwt75 via @democracynow	germany refuse send arm ukraine despite pressure u amp nato via	0.2235	Neutral
for some reason	reason	0.0	Neutral
"\\""\""Administration officials say the response was unlikely to characterize the likelihood of Ukraine joining NATO in the short term or show any room for negotiation on NATO’s open door policy\""\""... WTF?? 🤔🤔 https://t.co/5S204jWR8A\""""	administration official say response unlikely characterize likelihood ukraine joining nato short term show room negotiation nato open door policy wtf	-0.5859	Negative"
"#Ukraine has been a sight for reactionary, fascist uprisings led or sponsored by former Nazis, SS officials, or US/UN interests. With the recent attempt to add Ukraine into NATO, Russia is acting as it only can, in defense, against an encircling military that has a record of war	ukraine sight reactionary fascist uprising led sponsored former nazi s official usun interest recent attempt add ukraine nato russia acting defense encircling military record war	-0.7184	Negative"
@pritipatel Labour MP Chris Bryant has called for Roman Abramovich to be banned from owning Chelsea following Russia's decision to invade neighbouring Ukraine.	labour mp chris bryant called roman abramovich banned owning chelsea following russia decision invade neighbouring ukraine	-0.4588	Neutral
In the Trenches of Ukraine’s Forever War https://t.co/2Y8s10Qnj6 via @nytimes	trench ukraine forever war via	-0.5994	Negative
India's only international daily newspaper. We have editions in Delhi	india international daily newspaper edition delhi	0.0	Neutral
What is NATO? Military alliance in spotlight as Russia tries to forbid Ukraine membership	nato military alliance spotlight russia try forbid ukraine membership	-0.3182	Neutral
"'rawDescription': \\""Iowa City's News First..Every Hour..Every Day!  Locally Owned. Hear us on all your devices through the TuneIn app and https://t.co/i4LyjhHxNO. Watch us on YouTube.\""\""""	rawdescription iowa city news firstevery hourevery day locally owned hear u device tunein app watch u youtube	0.0	Neutral"
"\\""\""Russia is losing an average of 1""	russia losing average	-0.3818	Neutral"
The Western media would have the world believe that #Russia is an aggressor for allegedly moving Russian troops inside of Russian territory	western medium world believe russia aggressor allegedly moving troop inside territory	-0.2023	Neutral
"Ibi Victoria.\\n\\n #JusticeMatters\\n'divide and conquer'\\""""	ibi victoriann justicemattersndivide conquer	0.0	Neutral"
I just signed a @worldbeyondwar petition: No War in Ukraine. Sign here: https://t.co/tJEeZltWEW	signed petition war ukraine sign	-0.7269	Negative
"\@SteveCampF1 @afshinrattansi What do you want proof for? That Putin can't be trusted? Explained why \""\""Putin said so\""\"" is not a good reason to ignore troops and equipment at the border? Why we need to be alert as to a dictator shown to be fine with annexing some of Ukraine might be willing to take it all?\""""	want proof putin cant trusted explained putin said good reason ignore troop equipment border alert dictator shown fine annexing ukraine willing take	-0.5305	Negative"
Bring our troops home. We ain't gonna fight and die for Ukraine.	bring troop home aint gonna fight die ukraine	-0.4051	Neutral
BREAKING NEWS	breaking news	0.0	Neutral
Aye Russia you mind waiting to invade Ukraine until after I leave Eastern Europe	aye russia mind waiting invade ukraine leave eastern europe	-0.0516	Neutral
@gmalone Also Ukraine had the chance to join NATO in 08' and they didn't...so this is not our fight and we need to not get involved.  Not in our interest.	also ukraine chance join nato didntso fight get involved interest	0.4412	Neutral
There are two countries literally on the brink of war with Russia &amp; Ukraine arming up BUT our glorious #ScumMedia is still whining about wine. Do they ever do the job they are paid for and tell us the News or do they see themselves as political players?	two country literally brink war russia amp ukraine arming glorious scummedia still whining wine ever job paid tell u news see political player	0.4588	Neutral
@RusEmbassyIraq @Russia_AR @MID_RF #StandWithUkraine	standwithukraine	0.0	Neutral
"#latestnews US: Over 130,000 Russian troops now staged outside Ukraine - https://t.co/cAXJ3ocNmh (POST_EXCERPT}	latestnews u troop staged outside ukraine postexcerpt	0.0	Neutral"
Ohh #Syria this time Russian's with rebels group 🤣🤣🤣👍	ohh syria time russian rebel group	-0.2023	Neutral
@OlafScholz @ARD_BaB Most of western politician and mass media are already acting united to spread the same mantra of 'Russia Invasion of Ukraine'. But what is at the stake is far more than that. Informed people know it. At the stake there is a break point between NATO and Russia-China	western politician mass medium already acting united spread mantra russia invasion ukraine stake far informed people know stake break point nato russiachina	0.2263	Neutral
It’s insane that the media is literally just trying to manifest a war in the Ukraine. Like they are begging and pleading for it. It’s disgusting	insane medium literally trying manifest war ukraine like begging pleading disgusting	-0.8176	Negative
@fitcja Russia is threatening to invade the Ukraine and had 200K troops on their border but Candice wants us to not worry about that and instead invade Canada.	russia threatening invade ukraine k troop border candice want u worry instead invade canada	0.2285	Neutral
@FinancialTimes This is how it will go:	go	0.0	Neutral
"\@MQSullivan Yes it was but Russia had a willing stooge who was working on getting the US out of NATO and telling Ukraine to go F itself when it was begging for Javelins &amp; Tanks to protect itself from Russia as the orange moron withheld money from them because they - didn't \""\""do him a favor!\""\""\""""	yes russia willing stooge working getting u nato telling ukraine go f begging javelin amp tank protect russia orange moron withheld money didnt favor	-0.4473	Neutral"
war in Ukraine is inevitable. those surprise troop homecoming vids are just too profitable	war ukraine inevitable surprise troop homecoming vids profitable	0.0258	Neutral
What this means:	mean	0.0	Neutral
#BlackLivesMatter	blacklivesmatter	0.0	Neutral
Bratislavě	bratislav	0.0	Neutral
US says Russia readying ‘false-flag’ operation to invade Ukraine https://t.co/JlEwT2a6vn https://t.co/k2KdtQhlbM	u say russia readying falseflag operation invade ukraine	0.0	Neutral
"\@JacquieQ1967 What he should have said \""\"" Oh FFS Beff what's eating you now... Russia about to invade Ukraine or more importantly a picture of me in a garden/office\""\"" grow up people it's a witch hunt pure and simple\""""	said oh ffs beff whats eating russia invade ukraine importantly picture gardenoffice grow people witch hunt pure simple	-0.5729	Negative"
@NncyRuth @KeithNovick3 @TheRickWilson At the beginning of WWII Russia was an Ally of Germany it wasn't  til Hitler tried to invade Russia that they became an Ally.	beginning wwii russia ally germany wasnt til hitler tried invade russia became ally	0.0	Neutral
