rawData	tokens	sentiment	Category
"\\""\""All UK troops are to be withdrawn from #Ukraine this weekend as #Russia could invade “at no notice”""	uk troop withdrawn ukraine weekend russia invade notice	-0.296	Neutral"
@Snowsurflover99 Russia has 100k troops on the border with Ukraine and its seems as though they may invade any time now.	russia k troop border ukraine seems though may invade time	0.0	Neutral
コロナ対策w	w	0.0	Neutral
@RT_com Can we ask something?	ask something	0.0	Neutral
@bbackburner @NEWHAMPSHIRESC1 Meanwhile Russian troops are massing on Ukraine's border. Coincidence??? https://t.co/3kQTGijVuS	meanwhile troop massing ukraine border coincidence	0.0	Neutral
[OUT NOW]: @nytimes quoted @TheWilsonCenter Global Fellow @KofmanMichael’s assessment of Russian military posture along the Ukraine border. Follow the link to read the full article 👉 https://t.co/7ZAt8rFGgj https://t.co/et0FId5uJ3	quoted global fellow assessment military posture along ukraine border follow link read full article	0.0	Neutral
How many Americans want our troops going to Ukraine? Not many...Our government is meant to protect us first and foremost. @POTUS is failing at that. #BidenBorderCrisis #BidenWorstPresidentEver #BidenIsAFailure #Biden #UkraineConflict	many american want troop going ukraine manyour government meant protect u first foremost failing bidenbordercrisis bidenworstpresidentever bidenisafailure biden ukraineconflict	-0.1027	Neutral
What normal people are worried about today: Rising tensions between Russia and Ukraine escalating into an all-out war that could end up involving the US and NATO and turning into WWIII as a result	normal people worried today rising tension russia ukraine escalating allout war end involving u nato turning wwiii result	-0.8316	Negative
This is such a false equivalence…	false equivalence	0.0	Neutral
❗️Russian troops keep attacking Kyiv after the negotiations.	troop keep attacking kyiv negotiation	-0.4588	Neutral
#Stuttgart #StandWithUkraine #Ukraine #WARINUKRAINE 26.02.2022 https://t.co/e5kMqHvxDJ	stuttgart standwithukraine ukraine warinukraine	0.0	Neutral
US officials careful not to imply that this is a turning point in invasion:	u official careful imply turning point invasion	0.1531	Neutral
Oh cm’on… it’s perfectly understandable…no offense intended !	oh cmon perfectly understandableno offense intended	0.4939	Neutral
"\'Georgia and Ukraine will joim #NATO\""\"" says the banner held by protesters today at #Maidan. \""\""As per 2008 Bucharest Summit\""\"" continued. https://t.co/6V6LdLaTKd\""""	georgia ukraine joim nato say banner held protester today maidan per bucharest summit continued	-0.2263	Neutral"
@MeghanMcCain You realize some Republicans are calling for us to leave Russia alone and invade Canada. The right has gone totally bonkers. Thanks Trump!	realize republican calling u leave russia alone invade canada right gone totally bonkers thanks trump	0.2449	Neutral
@nowheym8 @IdiotProof @SimonOstrovsky That’s what someone here on twitter (forgot who) described as the problem with operating Russian BTG‘s splitted apart. AD is too much disconnected from the troops	thats someone twitter forgot described problem operating btgs splitted apart ad much disconnected troop	-0.4019	Neutral
@RICKMANROCKS @mkolken So when you say joe standing his ground. You really mean he just watched Russia invade Ukraine and did nothing to support Ukraine even after they asked for help	say joe standing ground really mean watched russia invade ukraine nothing support ukraine even asked help	0.1134	Neutral
