rawData	tokens	sentiment	Category
your morning reading:	morning reading	0.0	Neutral
you’re crossing the border to be a refugee in another country.	youre crossing border refugee another country	0.0	Neutral
y’all don’t understand that this whole conflict started since the cold war
zelenskyy thought he would have #NATO in Ukraine
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
{'_type': 'snscrape.modules.twitter.User'
